UNIQUEID;ID;RECIPEID;VALUE;UNIT
71f70d02-05a7-4abb-ba28-14020a5dd2fd;Duration_Weld;12d33b31-bc44-4713-a483-a25f0e17d458;15.889;s
4b9a7c72-ed02-4c7a-a3f0-caed26d002ea;Consumption_Drop;12d33b31-bc44-4713-a483-a25f0e17d458;4;Wh
8d6381b2-6439-440e-8a2b-f8c1a2685832;Velocity_Drop;12d33b31-bc44-4713-a483-a25f0e17d458;30;%
b8a18f0c-fb30-438e-9e8b-3c2384324a43;Consumption_Weld;12d33b31-bc44-4713-a483-a25f0e17d458;6;Wh
e7eb3695-884d-4e7a-b357-300c71596da3;Duration_Pick;12d33b31-bc44-4713-a483-a25f0e17d458;18.702;s
e7a55c68-60eb-47a5-a835-0418aaeb3aed;Duration;12d33b31-bc44-4713-a483-a25f0e17d458;50.982;s
9e26d561-3794-4e86-8eaf-91b62123f5d6;Consumption_Pick;12d33b31-bc44-4713-a483-a25f0e17d458;4;Wh
42688ec6-d2dd-45e8-968a-c1c4cef7195b;Consumption;ea735ed4-a3b9-423b-a051-9ab92514b454;17.961966305118136;Wh
cdf5f543-fd71-4d05-86a0-1778a35bf575;RobotConsumption_Pick;ea735ed4-a3b9-423b-a051-9ab92514b454;4.0881056625;Wh
7dd5c9fd-4cbc-4713-8d62-2e08647da5b1;Consumption_Pick;ea735ed4-a3b9-423b-a051-9ab92514b454;5.592438607474432;Wh
3584e3ff-dc3c-4887-8758-93354208d23e;RobotConsumption;ea735ed4-a3b9-423b-a051-9ab92514b454;15.108091736111112;Wh
5363f3e3-7e48-46e4-a079-3e08d7c4a6d6;Consumption_Weld;ea735ed4-a3b9-423b-a051-9ab92514b454;8.580783005133735;Wh
801980a3-3857-408b-b447-69368b9663e5;Consumption_Drop;ea735ed4-a3b9-423b-a051-9ab92514b454;3.7887446925099693;Wh
d2257ccb-d79f-4e0c-bdf8-07c7528fc1f8;Velocity;ea735ed4-a3b9-423b-a051-9ab92514b454;40;%
fddf988d-ce0d-4a1d-bb31-f76084c774f0;Velocity_Pick;ea735ed4-a3b9-423b-a051-9ab92514b454;30;%
df7c1906-6b97-4330-8d5c-46c140ae3cca;Duration;ea735ed4-a3b9-423b-a051-9ab92514b454;61.571;s
9826d39d-d438-48a4-beee-fe3531a76ad3;Velocity_Drop;ea735ed4-a3b9-423b-a051-9ab92514b454;30;%
6e27803e-a88b-492b-bb69-57424d1db5d4;Duration_Weld;ea735ed4-a3b9-423b-a051-9ab92514b454;25.837;s
3344b0eb-7a46-4981-a01d-501fd8c06518;Velocity_Weld;ea735ed4-a3b9-423b-a051-9ab92514b454;70;%
ec8db399-a04a-4d86-8004-c5d2d74c5590;RobotConsumption_Drop;ea735ed4-a3b9-423b-a051-9ab92514b454;2.8698589166666664;Wh
5d04c6f7-ccfc-476d-9080-4c39d26119cb;RobotConsumption_Weld;ea735ed4-a3b9-423b-a051-9ab92514b454;8.150127156944444;Wh
39e44b35-35d3-407d-bbbb-ee64a4d443ff;Duration_Drop;ea735ed4-a3b9-423b-a051-9ab92514b454;13.848;s
3b139adf-5fd3-4a05-b9c4-34647941c4ac;Duration_Pick;ea735ed4-a3b9-423b-a051-9ab92514b454;21.227;s
e18b8e76-3b0d-4763-8874-3fcd6f9e2b1f;Duration_Drop;dba2e08c-446d-4f46-9fc2-c98facdbc26e;15.912;s
3cf2357b-4b98-4599-a0e4-b9831423d9c1;Duration;dba2e08c-446d-4f46-9fc2-c98facdbc26e;50.842;s
986d2388-faa0-4aef-8c81-05aa9b65de4b;RobotConsumption;dba2e08c-446d-4f46-9fc2-c98facdbc26e;10.599999999982401;Wh
6880bd15-9c1f-4c31-a354-35c078379adf;Velocity_Drop;dba2e08c-446d-4f46-9fc2-c98facdbc26e;30;%
0053f533-6599-40d1-8b60-4becc8cfe5a6;Consumption;dba2e08c-446d-4f46-9fc2-c98facdbc26e;15;Wh
b928d76a-c59e-41a9-95f1-6a16859e2466;Velocity;dba2e08c-446d-4f46-9fc2-c98facdbc26e;40;%
99786493-de65-4149-9939-5689789fd149;Velocity_Pick;dba2e08c-446d-4f46-9fc2-c98facdbc26e;30;%
d09a7afd-e0ad-49d5-825f-40c1649c99ef;Duration_Pick;dba2e08c-446d-4f46-9fc2-c98facdbc26e;18.549;s
b7b8d854-2e49-41c1-b615-686f117bfb02;Velocity_Weld;dba2e08c-446d-4f46-9fc2-c98facdbc26e;70;%
88521e8d-e539-4fc4-9a62-5fded58ce1c4;Duration_Weld;dba2e08c-446d-4f46-9fc2-c98facdbc26e;15.877;s
31d540ce-edd3-45a9-8b19-0432ab147314;RobotConsumption_Drop;dba2e08c-446d-4f46-9fc2-c98facdbc26e;4.199999999997317;Wh
c0d40995-3dc1-4197-a838-b21d22f37c21;Consumption_Drop;dba2e08c-446d-4f46-9fc2-c98facdbc26e;4;Wh
f38530db-b526-4170-8bb6-ae1216eeeb3c;Consumption_Pick;dba2e08c-446d-4f46-9fc2-c98facdbc26e;5;Wh
9029ba6c-1003-4d5a-9db6-e93b6f355c58;Consumption_Weld;dba2e08c-446d-4f46-9fc2-c98facdbc26e;6;Wh
2edd5bcf-6a36-4a05-a679-f87b3d8a4b0e;RobotConsumption_Pick;dba2e08c-446d-4f46-9fc2-c98facdbc26e;3.0999999999892225;Wh
2e001391-ab2c-45a7-8d70-4ee2864043dc;RobotConsumption_Weld;dba2e08c-446d-4f46-9fc2-c98facdbc26e;3.299999999995862;Wh
3215e076-8339-4938-b50d-4f71f2176140;RobotConsumption_Pick;d53ca445-57e4-45e7-b845-9631cc74ad2f;3.500000000002501;Wh
a6e344ab-7f94-4699-b6e2-384f2507e458;Consumption_Pick;d53ca445-57e4-45e7-b845-9631cc74ad2f;5;Wh
c5f5385d-d2f5-4f69-81ea-a78a5a6120fc;Consumption_Weld;d53ca445-57e4-45e7-b845-9631cc74ad2f;6;Wh
3892b89c-4ce0-4e4b-b46f-46267abc502e;RobotConsumption;d53ca445-57e4-45e7-b845-9631cc74ad2f;10.199999999997544;Wh
e78f433e-2e79-41fd-b420-d856c3f4eb48;Velocity;d53ca445-57e4-45e7-b845-9631cc74ad2f;40;%
931bcf0f-6147-423f-a4a7-d6b5588d75d6;Consumption;d53ca445-57e4-45e7-b845-9631cc74ad2f;15;Wh
35df8978-9672-464c-9e89-3464a9ee0e19;Velocity_Pick;d53ca445-57e4-45e7-b845-9631cc74ad2f;30;%
7fd12fe2-dd1e-454b-b431-b1d16949356a;Duration;d53ca445-57e4-45e7-b845-9631cc74ad2f;51.904;s
5a86aba1-19e6-4a46-8294-3be0c9fccd7e;Consumption_Drop;d53ca445-57e4-45e7-b845-9631cc74ad2f;4;Wh
57db95b3-8c69-4678-b220-3520a17cdd82;Velocity_Drop;d53ca445-57e4-45e7-b845-9631cc74ad2f;30;%
64532d9c-f90d-43c4-8b37-1b5712ab153f;Velocity_Weld;d53ca445-57e4-45e7-b845-9631cc74ad2f;70;%
c757ac9f-6f8e-4d78-ae39-1e15c7ac7fc4;Duration_Pick;d53ca445-57e4-45e7-b845-9631cc74ad2f;19.586;s
c5098e34-3157-4667-b047-1097ce12744d;RobotConsumption_Drop;d53ca445-57e4-45e7-b845-9631cc74ad2f;3.80000000001246;Wh
09476a99-50b3-4abb-a48c-c32eea47ddcd;Duration_Drop;d53ca445-57e4-45e7-b845-9631cc74ad2f;15.851;s
b4f48a98-59cc-484e-a145-d1f490f8d3c6;RobotConsumption_Weld;d53ca445-57e4-45e7-b845-9631cc74ad2f;2.899999999982583;Wh
7ab89f87-b3e7-4ef5-9e94-f1f61ba53fb2;Duration_Weld;d53ca445-57e4-45e7-b845-9631cc74ad2f;15.883;s
da3c0a3f-4976-48bd-914e-13577f3430ed;Duration;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;61.505;s
2de59f55-e1ae-45c6-945e-3b8b00e2defe;Velocity_Drop;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;30;%
1d4d22fc-0301-46ec-aea2-2c07490552ac;RobotConsumption;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;14.782270906944447;Wh
2f8162b6-bed3-44ad-bce9-68dfcdef7d58;Consumption;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;16.621722918455337;Wh
740ef49c-9c5b-440a-99f3-3f479844a53d;Velocity_Pick;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;30;%
51936e88-5012-405a-a918-48847397db69;Duration_Drop;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;13.859;s
459d8a16-efe3-4183-99c9-4527a4dc7e0b;Velocity;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;40;%
8f926ee8-1e33-4dca-b755-0100137589ce;Duration_Weld;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;25.863;s
ba21ed55-f5ba-40df-b594-cfb0f0f1a4b6;Consumption_Weld;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;8.078322079611885;Wh
b7d6fba3-0713-487c-a001-3cbeedc21436;Consumption_Drop;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;3.3526228125508624;Wh
c03bf78c-9948-4983-be98-630cfd7251d8;Velocity_Weld;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;70;%
fc1f1bbd-5cd8-47c7-bf01-c951d107eaf3;Consumption_Pick;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;5.190778026292588;Wh
67073b38-0a96-4bb7-a853-888b30fa9e84;RobotConsumption_Pick;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;4.178026516666667;Wh
709503a8-3870-4e32-ba71-d6aa413fc37b;Duration_Pick;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;20.766;s
f5a70b1d-380c-402f-b8e7-79c2d73516bd;RobotConsumption_Drop;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;2.586196061111111;Wh
41458d0d-b4fb-4377-8f3f-1b2b85d9b360;RobotConsumption_Weld;a70a91d7-fdc3-49fd-b81a-7b40d9246b59;7.895918391666666;Wh
6d733d53-633e-425d-b809-3bca41d127c4;Velocity_Weld;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;70;%
e18876f9-c91a-4c15-8427-914c65233cfd;Consumption_Pick;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;5;Wh
bb655064-5c7c-4c9e-a81a-ec9c048fe5d1;Velocity_Pick;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;30;%
2898890e-55fc-4209-9732-b4e21b67a5ae;Consumption_Weld;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;5;Wh
2c588a1b-b411-40ff-b2fb-6bbb793b6442;RobotConsumption_Pick;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;3.500000000002501;Wh
412b0acc-0cf1-408f-820d-3ff432078cdd;Duration_Weld;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;15.874;s
c22420fc-abce-4d3d-8f81-523892b3ad21;RobotConsumption;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;10.199999999997544;Wh
d556c68a-69ca-4988-bc9a-3abac39e83f4;Consumption;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;15;Wh
147a91e4-978e-429a-8342-56d70e91f68d;Duration;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;52.061;s
b45b20bc-431b-46c3-951e-e447bc2a2a61;Duration_Drop;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;15.855;s
d75e9c45-5946-4fbd-afaa-e7ea15149666;Velocity;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;40;%
1d6c26f7-763e-4057-84da-4d0d4d20b743;Duration_Pick;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;19.598;s
20ca9cdf-1aea-4eef-b714-55d9dfa4a3fd;RobotConsumption_Weld;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;3.0000000000143245;Wh
446f6d71-943d-4e62-9079-cb32b96b374a;RobotConsumption_Drop;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;3.6999999999807187;Wh
2296f2e4-1318-4983-8f97-723c4eb6e33c;Consumption_Drop;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;4;Wh
5869c7f9-f259-4913-a855-7b22f11e4d6f;Velocity_Drop;89cb9c8a-392e-4033-bef9-0cf54fdb0f33;30;%
cea82053-5a5d-4984-a512-b766515e600d;Velocity_Pick;877a4534-ce7c-4839-a689-440c0dd42d99;30;%
4c718bc3-6e96-45cd-90cc-6f4f37e00090;Velocity;877a4534-ce7c-4839-a689-440c0dd42d99;37.5;%
fc1f7042-63b4-432a-9958-0fe8ff400dae;Duration_Drop;877a4534-ce7c-4839-a689-440c0dd42d99;13.874;s
c83589b4-f76c-48a2-bd2a-cb393e35bc54;Consumption;877a4534-ce7c-4839-a689-440c0dd42d99;18.469548985180325;Wh
69f341ae-e6ab-4e1b-9f43-6867a70800a7;RobotConsumption;877a4534-ce7c-4839-a689-440c0dd42d99;14.117984944444446;Wh
b5704868-d465-4c9c-9887-791c5a9818ef;Duration;877a4534-ce7c-4839-a689-440c0dd42d99;63.791;s
fd7fc930-974b-40e1-9421-5c83665d620a;Duration_Weld;877a4534-ce7c-4839-a689-440c0dd42d99;27.908;s
8d2720b9-21f5-46ff-9777-a78ae5f9e347;Velocity_Weld;877a4534-ce7c-4839-a689-440c0dd42d99;60;%
a2e9800c-83a6-45c3-98d3-23811f322c70;Velocity_Drop;877a4534-ce7c-4839-a689-440c0dd42d99;30;%
c0728486-521b-4185-8bbd-ffb557136161;Consumption_Weld;877a4534-ce7c-4839-a689-440c0dd42d99;9.40066066602071;Wh
8d469226-5909-469f-8988-94993d464d4e;Consumption_Drop;877a4534-ce7c-4839-a689-440c0dd42d99;3.548530951605903;Wh
a504727a-1056-4f41-bf2d-4cfac99c843a;RobotConsumption_Pick;877a4534-ce7c-4839-a689-440c0dd42d99;3.6182909388888884;Wh
ed7772d2-58eb-4b32-88c8-2c14ad8da977;Duration_Pick;877a4534-ce7c-4839-a689-440c0dd42d99;21.202;s
a7e9064e-772a-4f1c-95d5-f8aee0f1d520;RobotConsumption_Weld;877a4534-ce7c-4839-a689-440c0dd42d99;6.9207499652777775;Wh
7cb349b2-5c0c-42fb-9e88-5a62668b382e;Consumption_Pick;877a4534-ce7c-4839-a689-440c0dd42d99;5.520357367553712;Wh
9ca6642b-ca66-4f3c-9628-fa53ea46befb;RobotConsumption_Drop;877a4534-ce7c-4839-a689-440c0dd42d99;2.9008615736111114;Wh
ae6e867d-9372-4fe6-90d1-0a3ca90ad70f;Velocity;2e199766-fe21-4edb-8c95-7a3bb6c4c850;37.5;%
c514a440-d6a4-4195-9520-a35190e3a353;Duration_Weld;2e199766-fe21-4edb-8c95-7a3bb6c4c850;16.878;s
ac7ce343-bed2-4fa7-b146-8d590ad043e0;Velocity_Weld;2e199766-fe21-4edb-8c95-7a3bb6c4c850;60;%
7929ed76-c70d-400a-b9bf-5293fc2f25eb;Duration_Drop;2e199766-fe21-4edb-8c95-7a3bb6c4c850;15.839;s
e50c11e0-d8a9-46c1-ad38-74f3fc730811;RobotConsumption;2e199766-fe21-4edb-8c95-7a3bb6c4c850;10.89999999999236;Wh
54bf5d89-6eb6-43e6-8837-7fb97a076ce5;Duration;2e199766-fe21-4edb-8c95-7a3bb6c4c850;53.048;s
c854827b-1ede-48b2-a618-aa3055616ea4;Velocity_Pick;2e199766-fe21-4edb-8c95-7a3bb6c4c850;30;%
cd86ad4f-c2ab-4095-a3cd-49c80dedc0c7;Consumption_Weld;2e199766-fe21-4edb-8c95-7a3bb6c4c850;5;Wh
c4e1989f-c881-413a-90ce-b5a90ebe180e;Consumption_Drop;2e199766-fe21-4edb-8c95-7a3bb6c4c850;4;Wh
3fcd9ca3-bc34-42b5-b9b9-508e8401ce86;RobotConsumption_Drop;2e199766-fe21-4edb-8c95-7a3bb6c4c850;4.499999999978854;Wh
b4a8a91b-a4a9-4d1e-a379-c1f089b3a33e;Consumption;2e199766-fe21-4edb-8c95-7a3bb6c4c850;15;Wh
e9e8612f-a749-4ab8-849a-4c6ebe0981e4;Consumption_Pick;2e199766-fe21-4edb-8c95-7a3bb6c4c850;5;Wh
17e625b7-75fa-4adf-ba3f-4277b34ce3b4;Velocity_Drop;2e199766-fe21-4edb-8c95-7a3bb6c4c850;30;%
b46d8d53-fa4b-4b42-ac67-33bbcf66cf59;RobotConsumption_Pick;2e199766-fe21-4edb-8c95-7a3bb6c4c850;3.0000000000143245;Wh
7087e053-f1d2-4c9e-aeea-fdb2718d478c;RobotConsumption_Weld;2e199766-fe21-4edb-8c95-7a3bb6c4c850;3.3999999999991815;Wh
5c5784d6-2bf5-457b-b858-734bc1aa2bc8;Duration_Pick;2e199766-fe21-4edb-8c95-7a3bb6c4c850;19.551;s
220b735d-3283-448d-b12e-280807cc3d88;Velocity;7643e540-e674-4528-8072-cba6fcb2c194;37.5;%
18b89ca2-18a0-4b12-954d-1f651ce48295;Consumption;7643e540-e674-4528-8072-cba6fcb2c194;18.459399727927316;Wh
5890d955-5e4d-49d5-a82c-55be6d21b0da;Duration_Drop;7643e540-e674-4528-8072-cba6fcb2c194;13.793;s
cc28e321-7876-4bef-81ef-8ee74bd27739;Duration_Weld;7643e540-e674-4528-8072-cba6fcb2c194;27.708;s
32ef36f3-a15c-4266-b370-699969a7b8e4;Velocity_Weld;7643e540-e674-4528-8072-cba6fcb2c194;60;%
b9de3ed0-16ea-4a00-b175-9a46a31c863b;Duration;7643e540-e674-4528-8072-cba6fcb2c194;63.288;s
cbdd8db7-b8e0-4b9c-bc2a-4d7eb1c013dd;Consumption_Pick;7643e540-e674-4528-8072-cba6fcb2c194;5.242205174009535;Wh
f32cc23a-a5cc-4cce-96f5-e3bb12cdc252;RobotConsumption_Weld;7643e540-e674-4528-8072-cba6fcb2c194;7.939315991666666;Wh
d3de330b-4f66-4bab-a91f-1fe55612512f;Velocity_Drop;7643e540-e674-4528-8072-cba6fcb2c194;30;%
dd126411-a2a6-4318-8b4b-6e40bc8c076b;RobotConsumption;7643e540-e674-4528-8072-cba6fcb2c194;15.139072181944446;Wh
f8ad8ee4-0392-4643-88e4-21a1594f87f3;Velocity_Pick;7643e540-e674-4528-8072-cba6fcb2c194;30;%
5ebcd54f-3ca4-4d82-a183-07a9d16b9c12;Consumption_Weld;7643e540-e674-4528-8072-cba6fcb2c194;9.566495525029499;Wh
2db2d2a1-0c68-4930-b063-a9ad974bdb34;RobotConsumption_Pick;7643e540-e674-4528-8072-cba6fcb2c194;4.374917797222222;Wh
c4db48eb-7051-438d-ae94-b5eefa00df6a;RobotConsumption_Drop;7643e540-e674-4528-8072-cba6fcb2c194;2.8707827625;Wh
3748f883-a815-4ba9-a65a-2cd31e1a780a;Consumption_Drop;7643e540-e674-4528-8072-cba6fcb2c194;3.6506990288882784;Wh
ce012966-87d4-4dc1-9ede-d5bb78e50ec7;Duration_Pick;7643e540-e674-4528-8072-cba6fcb2c194;21.112;s
403fcc72-26d6-4f01-9631-dbb66a000565;Consumption_Pick;bdd68cef-ff96-4aab-a784-817a4460d7e1;5;Wh
54a191dc-031b-4891-934b-f8ccc38463d4;RobotConsumption_Drop;bdd68cef-ff96-4aab-a784-817a4460d7e1;3.500000000002501;Wh
be7725ff-3581-4dd4-ae39-304c07e28544;Duration;bdd68cef-ff96-4aab-a784-817a4460d7e1;52.092;s
9f50693a-6062-421d-8ea5-d73d7745a195;RobotConsumption;bdd68cef-ff96-4aab-a784-817a4460d7e1;10.900000000020782;Wh
ba46019f-4fb6-4b94-84bf-408bf9011f45;Consumption_Weld;bdd68cef-ff96-4aab-a784-817a4460d7e1;5;Wh
8e1d1e72-ffcc-4882-a2df-dd5d86bfa7c9;Consumption;bdd68cef-ff96-4aab-a784-817a4460d7e1;14;Wh
2c7cccd9-af72-49f9-abab-9926d0a9a57e;Duration_Weld;bdd68cef-ff96-4aab-a784-817a4460d7e1;16.873;s
f8fb76c2-15c5-4418-8c7a-4970150c46dc;Velocity;bdd68cef-ff96-4aab-a784-817a4460d7e1;37.5;%
386db9ec-a94e-4cd3-a341-d4a643a3b663;Duration_Drop;bdd68cef-ff96-4aab-a784-817a4460d7e1;15.847;s
b40528cc-7630-4008-8290-02272e6eb31c;Velocity_Pick;bdd68cef-ff96-4aab-a784-817a4460d7e1;30;%
a51c5071-8753-4d28-a722-da7e74a93bdd;Consumption_Drop;bdd68cef-ff96-4aab-a784-817a4460d7e1;4;Wh
a4f25e19-b5f5-442b-9b85-f4e820292e49;Velocity_Drop;bdd68cef-ff96-4aab-a784-817a4460d7e1;30;%
c082f8f2-920b-4fe2-a71f-b8745b910274;Duration_Pick;bdd68cef-ff96-4aab-a784-817a4460d7e1;18.761;s
f170be18-b453-4893-a55b-654a5ca1992a;RobotConsumption_Weld;bdd68cef-ff96-4aab-a784-817a4460d7e1;4.199999999997317;Wh
a41768fb-21d2-4c83-b85e-24528a830f59;RobotConsumption_Pick;bdd68cef-ff96-4aab-a784-817a4460d7e1;3.200000000020964;Wh
d970cb73-4a57-409b-9f2a-1aa1f9568521;Velocity_Weld;bdd68cef-ff96-4aab-a784-817a4460d7e1;60;%
491fa59e-d42b-4473-b39d-6fb5fb4a1c4e;Velocity_Weld;302f7dbe-610c-4121-aecb-210ba91ae24f;60;%
90e05ff4-9df5-4caa-b17e-8ed4b8be75fb;Velocity_Pick;302f7dbe-610c-4121-aecb-210ba91ae24f;30;%
8d5b7af1-0c02-43d0-8c0a-62ccad53d1de;Duration;302f7dbe-610c-4121-aecb-210ba91ae24f;64.005;s
7dff093f-1418-4d9f-b7d6-422e36c7a91d;Consumption;302f7dbe-610c-4121-aecb-210ba91ae24f;18.027941622111;Wh
abd7f8d2-9600-4a09-90c9-76ba9348ef2e;Duration_Drop;302f7dbe-610c-4121-aecb-210ba91ae24f;13.919;s
d26b05fa-6c84-49e8-8f6c-1e4fb61c030f;RobotConsumption;302f7dbe-610c-4121-aecb-210ba91ae24f;14.114195865277779;Wh
04db44df-2fe1-4b13-9fee-4f2d6a40f646;Velocity;302f7dbe-610c-4121-aecb-210ba91ae24f;37.5;%
64c62626-542b-4b82-bbce-133187f35eb6;Duration_Weld;302f7dbe-610c-4121-aecb-210ba91ae24f;27.886;s
a1e60365-f25d-4686-adc4-51070147fbc7;Consumption_Pick;302f7dbe-610c-4121-aecb-210ba91ae24f;5.115063390960693;Wh
0d767258-d614-4a61-8fa4-3581212504e3;Velocity_Drop;302f7dbe-610c-4121-aecb-210ba91ae24f;30;%
97c9d9ad-29c2-4454-be24-2b1d519e3181;RobotConsumption_Pick;302f7dbe-610c-4121-aecb-210ba91ae24f;4.145175969444444;Wh
62a8d75f-ce7b-42d3-aed4-7de52eff796d;Consumption_Drop;302f7dbe-610c-4121-aecb-210ba91ae24f;3.7503498141649034;Wh
496b01cc-f278-4d9c-8948-c5e5d128ebe9;RobotConsumption_Weld;302f7dbe-610c-4121-aecb-210ba91ae24f;6.999851384722221;Wh
758bda25-6558-4b74-9780-54d8f7bcb6b0;RobotConsumption_Drop;302f7dbe-610c-4121-aecb-210ba91ae24f;2.8111310430555556;Wh
8d9fb66b-d0bf-4b79-86ed-0cfe1f8049e4;Duration_Pick;302f7dbe-610c-4121-aecb-210ba91ae24f;21.021;s
2423b173-3af3-47ce-9a27-2f9a505fe2e0;Consumption_Weld;302f7dbe-610c-4121-aecb-210ba91ae24f;9.162528416985406;Wh
d99cd7d5-2afb-4175-8d43-0667194d9c48;Duration_Weld;23f2524a-2076-4356-934e-eef11bdead7c;16.865;s
6ce62cd5-30c6-443a-9caf-c55871b1bd3d;Consumption_Drop;23f2524a-2076-4356-934e-eef11bdead7c;4;Wh
6da7d72e-b32b-4de3-9a12-87856d4ec3b1;RobotConsumption;23f2524a-2076-4356-934e-eef11bdead7c;10.500000000007503;Wh
7ef02a61-6a78-42d7-a040-41f026f2dd2d;Consumption;23f2524a-2076-4356-934e-eef11bdead7c;15;Wh
de7c0e27-bf80-4f0c-bf1b-1288926f3ba2;Duration;23f2524a-2076-4356-934e-eef11bdead7c;53.023;s
61c58e0f-0912-4231-a8c0-183a4fb1d671;Velocity_Pick;23f2524a-2076-4356-934e-eef11bdead7c;30;%
bd7dff10-89a4-405d-8cbd-2c5ee53ec45a;Consumption_Pick;23f2524a-2076-4356-934e-eef11bdead7c;6;Wh
6667dcbb-28ee-4f2c-a2ac-cffe6fb660ce;Velocity;23f2524a-2076-4356-934e-eef11bdead7c;37.5;%
40581cb9-db39-46d9-b5b8-6d02b0ae6a09;Velocity_Weld;23f2524a-2076-4356-934e-eef11bdead7c;60;%
882f18ca-826a-40a3-a6f5-7f5b246651a3;Duration_Drop;23f2524a-2076-4356-934e-eef11bdead7c;15.837;s
d2b6cfe2-8b49-45ec-bda1-3e54c1bbd130;Consumption_Weld;23f2524a-2076-4356-934e-eef11bdead7c;5;Wh
633ff960-dcd1-455a-9646-99288d9b9a65;RobotConsumption_Weld;23f2524a-2076-4356-934e-eef11bdead7c;3.80000000001246;Wh
d8d1ae6a-4a51-42b1-aed9-30f6ee67ecd7;RobotConsumption_Pick;23f2524a-2076-4356-934e-eef11bdead7c;2.900000000011005;Wh
30a8d6c9-7b7a-42d1-8658-1d83bf714682;RobotConsumption_Drop;23f2524a-2076-4356-934e-eef11bdead7c;3.7999999999840384;Wh
ef9faa0c-c1b4-41cd-ac3e-4855b5a5473c;Duration_Pick;23f2524a-2076-4356-934e-eef11bdead7c;19.724;s
bfa19e42-8e7f-4733-a139-664f237251c8;Velocity_Drop;23f2524a-2076-4356-934e-eef11bdead7c;30;%
cee6151f-3b89-46dd-95aa-d91604ba1623;Velocity;87ead733-c2c5-48e8-929e-2cdeba79fdff;37.5;%
82b38d3d-7762-485f-83dd-18d9bb47a42b;Duration_Pick;87ead733-c2c5-48e8-929e-2cdeba79fdff;19.79;s
f54d7c7a-427c-402f-aac1-e4fe1ed97968;Consumption_Drop;87ead733-c2c5-48e8-929e-2cdeba79fdff;4;Wh
f7e91f4e-9e83-49c9-948e-0e5ff6047103;Duration;87ead733-c2c5-48e8-929e-2cdeba79fdff;53.138;s
b203f044-8a57-42aa-a162-eb2741709e56;Duration_Drop;87ead733-c2c5-48e8-929e-2cdeba79fdff;15.866;s
fd57b244-0b41-44a9-986a-87945d001574;RobotConsumption;87ead733-c2c5-48e8-929e-2cdeba79fdff;10.89999999999236;Wh
18f437ea-4a60-4b63-b328-6dcfc069f702;Velocity_Pick;87ead733-c2c5-48e8-929e-2cdeba79fdff;30;%
da948c89-a657-44a6-83c1-d7c90ad90923;Consumption_Weld;87ead733-c2c5-48e8-929e-2cdeba79fdff;6;Wh
e7ba1c9f-853e-4ae6-9855-029e294c67e8;RobotConsumption_Weld;87ead733-c2c5-48e8-929e-2cdeba79fdff;3.899999999987358;Wh
986352c6-4bc1-4066-8ba7-603ad0c53ade;Velocity_Weld;87ead733-c2c5-48e8-929e-2cdeba79fdff;60;%
5ff7bef4-5e0e-4b05-93e6-98aea07f13e1;RobotConsumption_Drop;87ead733-c2c5-48e8-929e-2cdeba79fdff;3.500000000002501;Wh
11dbf44c-f296-4d7d-804a-38a53e42b226;Velocity_Drop;87ead733-c2c5-48e8-929e-2cdeba79fdff;30;%
0cba436f-f2f7-40fe-8d3e-90712387a437;Consumption_Pick;87ead733-c2c5-48e8-929e-2cdeba79fdff;5;Wh
58c085b5-000b-4ca7-a275-668f3bf247ac;RobotConsumption_Pick;87ead733-c2c5-48e8-929e-2cdeba79fdff;3.500000000002501;Wh
ddbafbbb-bf2b-4988-b4e5-190a8c5e867f;Consumption;87ead733-c2c5-48e8-929e-2cdeba79fdff;15;Wh
bd705507-deda-4deb-8b4f-7cec64fa3be8;Duration_Weld;87ead733-c2c5-48e8-929e-2cdeba79fdff;16.855;s
